date,page,clicks,impressions,ctr,position
2026-03-11,https://www.consignatarias.com.ar/consignatarias/rosgan,0,4,0.0000,6.25
2026-03-11,https://www.consignatarias.com.ar/frigorificos/30709141267,0,1,0.0000,4.00
2026-03-11,https://www.consignatarias.com.ar/frigorificos/33684058679,0,2,0.0000,5.00
2026-03-11,https://www.consignatarias.com.ar/remates/chaco,0,1,0.0000,17.00
2026-03-11,https://www.consignatarias.com.ar/remates/cordoba,0,4,0.0000,6.25
2026-03-11,https://www.consignatarias.com.ar/remates/formosa,0,2,0.0000,4.00
2026-03-12,https://www.consignatarias.com.ar/,1,3,33.3333,7.33
2026-03-12,https://www.consignatarias.com.ar/consignatarias/campos-y-ganados,1,3,33.3333,6.67
2026-03-12,https://www.consignatarias.com.ar/consignatarias/ganaderos-de-elordi,1,2,50.0000,6.00
2026-03-12,https://www.consignatarias.com.ar/consignatarias/j-s-russo,1,3,33.3333,6.67
2026-03-12,https://www.consignatarias.com.ar/consignatarias/sivero,1,1,100.0000,1.00
2026-03-12,https://www.consignatarias.com.ar/frigorificos,1,27,3.7037,8.30
2026-03-12,https://www.consignatarias.com.ar/frigorificos/30709141267,1,3,33.3333,4.33
2026-03-12,https://www.consignatarias.com.ar/remates/chaco,1,3,33.3333,3.67
2026-03-12,https://www.consignatarias.com.ar/remates/entre-rios,1,4,25.0000,7.50
2026-03-12,https://www.consignatarias.com.ar/consignatarias,0,2,0.0000,4.50
2026-03-12,https://www.consignatarias.com.ar/consignatarias/darwash,0,6,0.0000,6.83
2026-03-12,https://www.consignatarias.com.ar/consignatarias/ferias-rodeo-huinca,0,1,0.0000,5.00
2026-03-12,https://www.consignatarias.com.ar/consignatarias/ganaderos-de-formosa,0,1,0.0000,6.00
2026-03-12,https://www.consignatarias.com.ar/consignatarias/herrero-hnos,0,1,0.0000,10.00
2026-03-12,https://www.consignatarias.com.ar/consignatarias/la-ganadera,0,6,0.0000,6.83
2026-03-12,https://www.consignatarias.com.ar/consignatarias/pedro-noel-irey,0,1,0.0000,7.00
2026-03-12,https://www.consignatarias.com.ar/consignatarias/pepa-knubel-ferrero,0,1,0.0000,9.00
2026-03-12,https://www.consignatarias.com.ar/consignatarias/reggi,0,5,0.0000,5.20
2026-03-12,https://www.consignatarias.com.ar/consignatarias/rosgan,0,22,0.0000,6.64
2026-03-12,https://www.consignatarias.com.ar/frigorificos/30537869158,0,1,0.0000,7.00
2026-03-12,https://www.consignatarias.com.ar/frigorificos/30564189657,0,8,0.0000,7.13
2026-03-12,https://www.consignatarias.com.ar/frigorificos/30597318584,0,1,0.0000,7.00
2026-03-12,https://www.consignatarias.com.ar/frigorificos/30622456032,0,4,0.0000,6.75
2026-03-12,https://www.consignatarias.com.ar/frigorificos/30636027754,0,1,0.0000,9.00
2026-03-12,https://www.consignatarias.com.ar/frigorificos/30709684317,0,3,0.0000,5.67
2026-03-12,https://www.consignatarias.com.ar/frigorificos/30710869789,0,1,0.0000,5.00
2026-03-12,https://www.consignatarias.com.ar/frigorificos/33639585889,0,6,0.0000,5.67
2026-03-12,https://www.consignatarias.com.ar/frigorificos/33684058679,0,12,0.0000,8.25
2026-03-12,https://www.consignatarias.com.ar/frigorificos/33693146149,0,4,0.0000,5.25
2026-03-12,https://www.consignatarias.com.ar/quienes-somos,0,1,0.0000,7.00
2026-03-12,https://www.consignatarias.com.ar/remates/cordoba,0,4,0.0000,5.50
2026-03-12,https://www.consignatarias.com.ar/remates/santa-fe,0,3,0.0000,6.67
2026-03-13,https://www.consignatarias.com.ar/frigorificos/33684058679,2,7,28.5714,5.57
2026-03-13,https://www.consignatarias.com.ar/remates/cordoba,2,6,33.3333,3.67
2026-03-13,https://www.consignatarias.com.ar/consignatarias/sivero,1,6,16.6667,6.33
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30597318584,1,5,20.0000,6.80
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30609042180,1,1,100.0000,5.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30715740830,1,5,20.0000,7.40
2026-03-13,https://www.consignatarias.com.ar/,0,6,0.0000,3.50
2026-03-13,https://www.consignatarias.com.ar/consignatarias,0,4,0.0000,5.50
2026-03-13,https://www.consignatarias.com.ar/consignatarias/bressan-y-cia,0,2,0.0000,4.00
2026-03-13,https://www.consignatarias.com.ar/consignatarias/campos-y-ganados,0,2,0.0000,8.00
2026-03-13,https://www.consignatarias.com.ar/consignatarias/darwash,0,1,0.0000,6.00
2026-03-13,https://www.consignatarias.com.ar/consignatarias/ganaderos-de-formosa,0,4,0.0000,6.50
2026-03-13,https://www.consignatarias.com.ar/consignatarias/herrero-hnos,0,1,0.0000,11.00
2026-03-13,https://www.consignatarias.com.ar/consignatarias/la-ganadera,0,7,0.0000,6.86
2026-03-13,https://www.consignatarias.com.ar/consignatarias/pedro-noel-irey,0,1,0.0000,38.00
2026-03-13,https://www.consignatarias.com.ar/consignatarias/raul-mendizabal,0,1,0.0000,7.00
2026-03-13,https://www.consignatarias.com.ar/consignatarias/reggi,0,5,0.0000,9.80
2026-03-13,https://www.consignatarias.com.ar/frigorificos,0,27,0.0000,19.44
2026-03-13,https://www.consignatarias.com.ar/frigorificos/20076151084,0,1,0.0000,10.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/20103532346,0,3,0.0000,9.33
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30517700246,0,1,0.0000,8.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30537869158,0,7,0.0000,6.14
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30564189657,0,6,0.0000,6.67
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30581619800,0,1,0.0000,10.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30641416955,0,2,0.0000,4.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30663416975,0,1,0.0000,9.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30674829287,0,1,0.0000,5.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30707735135,0,1,0.0000,2.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30708419695,0,1,0.0000,4.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30709066591,0,2,0.0000,1.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30709141267,0,2,0.0000,6.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30709684317,0,3,0.0000,6.33
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30710138911,0,6,0.0000,5.67
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30710972466,0,1,0.0000,3.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30715156594,0,1,0.0000,4.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/30715891480,0,4,0.0000,7.50
2026-03-13,https://www.consignatarias.com.ar/frigorificos/33639585889,0,10,0.0000,6.10
2026-03-13,https://www.consignatarias.com.ar/frigorificos/33641440219,0,1,0.0000,10.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/33693146149,0,3,0.0000,6.00
2026-03-13,https://www.consignatarias.com.ar/frigorificos/33708906269,0,5,0.0000,6.20
2026-03-13,https://www.consignatarias.com.ar/mercado,0,16,0.0000,6.81
2026-03-13,https://www.consignatarias.com.ar/quienes-somos,0,4,0.0000,5.00
2026-03-13,https://www.consignatarias.com.ar/remates/entre-rios,0,1,0.0000,10.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/33684058679,2,3,66.6667,7.33
2026-03-14,https://www.consignatarias.com.ar/consignatarias/bressan-y-cia,1,1,100.0000,1.00
2026-03-14,https://www.consignatarias.com.ar/,0,2,0.0000,6.00
2026-03-14,https://www.consignatarias.com.ar/consignatarias,0,4,0.0000,4.25
2026-03-14,https://www.consignatarias.com.ar/consignatarias/alzaga-unzue,0,1,0.0000,6.00
2026-03-14,https://www.consignatarias.com.ar/consignatarias/darwash,0,2,0.0000,10.50
2026-03-14,https://www.consignatarias.com.ar/consignatarias/ganaderos-de-formosa,0,2,0.0000,9.50
2026-03-14,https://www.consignatarias.com.ar/consignatarias/herrero-hnos,0,2,0.0000,10.50
2026-03-14,https://www.consignatarias.com.ar/consignatarias/rosgan,0,1,0.0000,3.00
2026-03-14,https://www.consignatarias.com.ar/consignatarias/sivero,0,1,0.0000,3.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos,0,8,0.0000,10.63
2026-03-14,https://www.consignatarias.com.ar/frigorificos/20076151084,0,1,0.0000,11.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/20103532346,0,1,0.0000,10.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/20301684240,0,2,0.0000,8.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30517700246,0,3,0.0000,8.33
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30537869158,0,2,0.0000,5.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30564189657,0,2,0.0000,7.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30581619800,0,4,0.0000,5.75
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30622456032,0,2,0.0000,7.50
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30623965852,0,6,0.0000,7.67
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30641416955,0,1,0.0000,1.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30642224952,0,1,0.0000,6.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30663416975,0,3,0.0000,7.67
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30674829287,0,2,0.0000,4.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30695160417,0,2,0.0000,3.50
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30707735135,0,1,0.0000,11.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30707892540,0,1,0.0000,7.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30708419695,0,1,0.0000,1.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30708888598,0,1,0.0000,12.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30709684317,0,1,0.0000,8.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30709878901,0,2,0.0000,10.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30710138911,0,1,0.0000,8.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30712246541,0,5,0.0000,7.20
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30714407674,0,2,0.0000,13.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30714796085,0,4,0.0000,6.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30715740830,0,4,0.0000,9.50
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30716213354,0,3,0.0000,7.67
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30716263645,0,1,0.0000,7.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30716930943,0,1,0.0000,6.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/30717476146,0,1,0.0000,1.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/33639585889,0,8,0.0000,7.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/33653239829,0,2,0.0000,12.50
2026-03-14,https://www.consignatarias.com.ar/frigorificos/33708906269,0,1,0.0000,6.00
2026-03-14,https://www.consignatarias.com.ar/frigorificos/33715866809,0,1,0.0000,9.00
2026-03-14,https://www.consignatarias.com.ar/mercado,0,20,0.0000,10.15
2026-03-14,https://www.consignatarias.com.ar/remates/santa-fe,0,1,0.0000,6.00
2026-03-15,https://www.consignatarias.com.ar/,1,7,14.2857,4.57
2026-03-15,https://www.consignatarias.com.ar/frigorificos,1,13,7.6923,6.62
2026-03-15,https://www.consignatarias.com.ar/frigorificos/20103532346,1,2,50.0000,11.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30716213354,1,3,33.3333,7.67
2026-03-15,https://www.consignatarias.com.ar/mercado,1,22,4.5455,4.77
2026-03-15,https://www.consignatarias.com.ar/consignatarias,0,1,0.0000,5.00
2026-03-15,https://www.consignatarias.com.ar/consignatarias/aguirre-vazquez,0,2,0.0000,6.00
2026-03-15,https://www.consignatarias.com.ar/consignatarias/campos-y-ganados,0,2,0.0000,9.00
2026-03-15,https://www.consignatarias.com.ar/consignatarias/darwash,0,2,0.0000,7.00
2026-03-15,https://www.consignatarias.com.ar/consignatarias/ganadera-salliquelo,0,1,0.0000,10.00
2026-03-15,https://www.consignatarias.com.ar/consignatarias/ganaderos-de-elordi,0,1,0.0000,7.00
2026-03-15,https://www.consignatarias.com.ar/consignatarias/haciendas-federales,0,1,0.0000,10.00
2026-03-15,https://www.consignatarias.com.ar/consignatarias/la-ganadera,0,1,0.0000,8.00
2026-03-15,https://www.consignatarias.com.ar/consignatarias/monasterio-tattersall,0,1,0.0000,6.00
2026-03-15,https://www.consignatarias.com.ar/consignatarias/reggi,0,2,0.0000,7.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/20076151084,0,3,0.0000,5.33
2026-03-15,https://www.consignatarias.com.ar/frigorificos/27203475611,0,1,0.0000,10.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30537869158,0,2,0.0000,6.50
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30564189657,0,1,0.0000,4.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30565654019,0,1,0.0000,5.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30581619800,0,7,0.0000,5.29
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30609042180,0,2,0.0000,4.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30622456032,0,2,0.0000,5.50
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30623965852,0,2,0.0000,8.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30641416955,0,4,0.0000,6.75
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30643859544,0,2,0.0000,7.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30663416975,0,4,0.0000,8.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30674829287,0,10,0.0000,6.40
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30695160417,0,3,0.0000,3.33
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30702544226,0,1,0.0000,8.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30707735135,0,3,0.0000,6.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30708172657,0,1,0.0000,1.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30709066591,0,1,0.0000,11.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30710163592,0,4,0.0000,10.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30712246541,0,1,0.0000,2.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30714796085,0,4,0.0000,9.50
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30715891480,0,1,0.0000,6.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/30716874938,0,1,0.0000,8.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/33639585889,0,3,0.0000,10.33
2026-03-15,https://www.consignatarias.com.ar/frigorificos/33641440219,0,1,0.0000,10.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/33684058679,0,3,0.0000,7.00
2026-03-15,https://www.consignatarias.com.ar/frigorificos/33708906269,0,1,0.0000,8.00
2026-03-15,https://www.consignatarias.com.ar/remates/cordoba,0,1,0.0000,3.00
2026-03-15,https://www.consignatarias.com.ar/remates/entre-rios,0,1,0.0000,1.00
2026-03-15,https://www.consignatarias.com.ar/remates/la-pampa,0,4,0.0000,9.75
2026-03-15,https://www.consignatarias.com.ar/remates/misiones,0,1,0.0000,2.00
2026-03-16,https://www.consignatarias.com.ar/mercado/inmag,3,59,5.0847,7.19
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30710138911,2,7,28.5714,3.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30502973130,1,12,8.3333,4.25
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30597318584,1,2,50.0000,7.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30616750638,1,6,16.6667,2.83
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30622456032,1,3,33.3333,6.33
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30673137675,1,1,100.0000,11.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30710869789,1,1,100.0000,8.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30710972466,1,6,16.6667,4.33
2026-03-16,https://www.consignatarias.com.ar/mercado,1,71,1.4085,6.37
2026-03-16,https://www.consignatarias.com.ar/remates/la-pampa,1,2,50.0000,8.50
2026-03-16,https://www.consignatarias.com.ar/,0,5,0.0000,8.40
2026-03-16,https://www.consignatarias.com.ar/consignatarias,0,8,0.0000,3.75
2026-03-16,https://www.consignatarias.com.ar/consignatarias/arzoz,0,1,0.0000,7.00
2026-03-16,https://www.consignatarias.com.ar/consignatarias/bressan-y-cia,0,5,0.0000,8.80
2026-03-16,https://www.consignatarias.com.ar/consignatarias/campos-y-ganados,0,2,0.0000,8.00
2026-03-16,https://www.consignatarias.com.ar/consignatarias/darwash,0,1,0.0000,7.00
2026-03-16,https://www.consignatarias.com.ar/consignatarias/ferias-rodeo-huinca,0,1,0.0000,7.00
2026-03-16,https://www.consignatarias.com.ar/consignatarias/ganados-remates,0,4,0.0000,7.50
2026-03-16,https://www.consignatarias.com.ar/consignatarias/la-ganadera,0,1,0.0000,7.00
2026-03-16,https://www.consignatarias.com.ar/consignatarias/monasterio-tattersall,0,1,0.0000,9.00
2026-03-16,https://www.consignatarias.com.ar/consignatarias/nangapiry,0,1,0.0000,3.00
2026-03-16,https://www.consignatarias.com.ar/consignatarias/pedro-noel-irey,0,1,0.0000,5.00
2026-03-16,https://www.consignatarias.com.ar/consignatarias/reggi,0,2,0.0000,10.00
2026-03-16,https://www.consignatarias.com.ar/consignatarias/rosgan,0,4,0.0000,6.00
2026-03-16,https://www.consignatarias.com.ar/consignatarias/sivero,0,1,0.0000,7.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos,0,21,0.0000,9.10
2026-03-16,https://www.consignatarias.com.ar/frigorificos/20076151084,0,6,0.0000,5.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/20103532346,0,4,0.0000,9.25
2026-03-16,https://www.consignatarias.com.ar/frigorificos/27203475611,0,2,0.0000,6.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30514264771,0,2,0.0000,6.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30517700246,0,6,0.0000,5.83
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30537869158,0,11,0.0000,6.73
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30546662817,0,3,0.0000,7.67
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30548083156,0,2,0.0000,2.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30564189657,0,3,0.0000,6.67
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30565654019,0,8,0.0000,9.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30581619800,0,1,0.0000,6.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30593740206,0,2,0.0000,1.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30623965852,0,10,0.0000,8.80
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30641416955,0,1,0.0000,3.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30643859544,0,5,0.0000,6.80
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30651315707,0,1,0.0000,2.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30656371605,0,2,0.0000,5.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30657006137,0,3,0.0000,4.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30663416975,0,5,0.0000,8.80
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30670121077,0,1,0.0000,1.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30672335716,0,1,0.0000,7.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30674829287,0,9,0.0000,6.33
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30687409422,0,1,0.0000,3.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30687947580,0,1,0.0000,3.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30690184938,0,2,0.0000,4.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30695160417,0,7,0.0000,6.43
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30702544226,0,3,0.0000,8.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30707505636,0,1,0.0000,1.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30707735135,0,1,0.0000,8.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30707892540,0,2,0.0000,9.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30708172657,0,1,0.0000,9.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30708419695,0,2,0.0000,6.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30709066591,0,1,0.0000,2.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30709141267,0,2,0.0000,4.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30709684317,0,3,0.0000,6.33
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30709878901,0,9,0.0000,11.22
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30709975699,0,2,0.0000,6.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30710163592,0,11,0.0000,10.73
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30710724020,0,4,0.0000,5.25
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30712019340,0,6,0.0000,5.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30712348190,0,5,0.0000,3.80
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30714150649,0,1,0.0000,7.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30714227102,0,2,0.0000,3.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30714796085,0,6,0.0000,7.83
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30714993875,0,2,0.0000,9.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30715287001,0,4,0.0000,7.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30715599542,0,3,0.0000,4.67
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30715740830,0,6,0.0000,6.67
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30715891480,0,2,0.0000,6.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30716213354,0,3,0.0000,5.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30716263645,0,4,0.0000,5.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30716874938,0,5,0.0000,6.40
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30999161789,0,1,0.0000,5.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/30999260329,0,1,0.0000,7.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/33611146499,0,2,0.0000,4.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/33639585889,0,23,0.0000,7.91
2026-03-16,https://www.consignatarias.com.ar/frigorificos/33641440219,0,9,0.0000,7.89
2026-03-16,https://www.consignatarias.com.ar/frigorificos/33653239829,0,6,0.0000,9.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/33670121149,0,2,0.0000,4.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/33684058679,0,2,0.0000,7.00
2026-03-16,https://www.consignatarias.com.ar/frigorificos/33693146149,0,9,0.0000,4.78
2026-03-16,https://www.consignatarias.com.ar/frigorificos/33708490739,0,2,0.0000,2.50
2026-03-16,https://www.consignatarias.com.ar/frigorificos/33715866809,0,7,0.0000,5.57
2026-03-16,https://www.consignatarias.com.ar/glosario,0,6,0.0000,5.67
2026-03-16,https://www.consignatarias.com.ar/quienes-somos,0,2,0.0000,8.00
2026-03-16,https://www.consignatarias.com.ar/remates/cordoba,0,1,0.0000,6.00
2026-03-16,https://www.consignatarias.com.ar/remates/entre-rios,0,4,0.0000,6.25
2026-03-16,https://www.consignatarias.com.ar/remates/misiones,0,1,0.0000,3.00
